54,化学之光•名师讲坛—清华大学王泉明教授学术报告会,https://chem.njtech.edu.cn/info/1141/4457.htm
55,化学之光·名师讲坛—北京科技大学邢献然教授学术报告会,https://chem.njtech.edu.cn/info/1141/4456.htm
56,河南师范大学白大昌学术报告,https://chem.njtech.edu.cn/info/1141/4397.htm
57,厦门大学谢顺吉和成康教授学术报告2023.4.11,https://chem.njtech.edu.cn/info/1141/4395.htm
58,化学之光·名师讲坛—厦门大学龙腊生教授学术报告会,https://chem.njtech.edu.cn/info/1141/4348.htm
59,白俊峰团队卢治拥教授在《JACS》发表研究论文,https://chem.njtech.edu.cn/info/1141/4334.htm
60,褚雪强、沈志良团队在《Organic Letters》发表研究论文,https://chem.njtech.edu.cn/info/1141/4302.htm
61,王俊教授团队在《Journal of Building Engineering》发表研究论文2023-04-21,https://cce.njtech.edu.cn/info/1013/5671.htm
62,冯闯教授团队在《Thin-Walled Structures》发表研究论文2023-04-18,https://cce.njtech.edu.cn/info/1013/5667.htm
63,冯闯教授团队在《Journal of Building Engineering》发表研究论文2023-04-18,https://cce.njtech.edu.cn/info/1013/5666.htm
64,土木工程学院与海川新材料科技有限公司举行科研合作交流会2023-04-17,https://cce.njtech.edu.cn/info/1013/5664.htm
65,木结构团队岳孔教授课题组在《Industrial Crops & Products》发表论文2023-03-28,https://cce.njtech.edu.cn/info/1013/5620.htm
66,我院徐金俊副教授受聘为学术桥评审专家库成员2023-03-27,https://cce.njtech.edu.cn/info/1013/5613.htm
67,冯闯教授团队在《Composite Structures》发表研究论文2023-03-24,https://cce.njtech.edu.cn/info/1013/5609.htm
68,冯闯教授团队在《Soft Matter》发表研究论文2023-03-24,https://cce.njtech.edu.cn/info/1013/5608.htm
69,冯闯教授团队在《Thin-Walled Structures》发表研究论文2023-03-24,https://cce.njtech.edu.cn/info/1013/5607.htm
70,周叮教授团队在《Engineering Structures》发表研究论文2023-03-22,https://cce.njtech.edu.cn/info/1013/5601.htm
